task_id,model_id,label,category,task_prefix,text,response,tool_call,details
"dom1_pl_todo-put_apples_on_the_shopping_list","gemini-2.0-flash-lite","Good","todo","reports/assist/2025.4.1/gemini","put apples on the shopping list","OK, I've added apples to the Trader Joe's list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'apples', 'name': 'Trader Joe's'}}",""
"home7_dk_media_player-skip_song_on_outdoor_speakers","gemini-2.0-flash-lite","Good","media-player","reports/assist/2025.4.1/gemini","Skip song on outdoor speakers","OK. I skipped the song on the outdoor speakers.","{'tool_name': 'HassMediaNext', 'tool_args': {'domain': ['media_player'], 'name': 'Outdoor Speakers', 'area': 'Rooftop Terrace'}}",""
"home7_dk_cover_curtain-close_the_smart_cutains","gemini-2.0-flash-lite","Good","cover","reports/assist/2025.4.1/gemini","Close the smart cutains","OK. I've closed the smart curtain.","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['cover'], 'name': 'Smart Curtain'}}",""
"dom1_pl_todo-add_history_homework_to_my_tasks","gemini-2.0-flash-lite","Good","todo","reports/assist/2025.4.1/gemini","Add history homework to my tasks","OK. I've added 'history homework' to your Personal Tasks list.","{'tool_name': 'HassListAddItem', 'tool_args': {'name': 'Personal Tasks', 'item': 'history homework'}}",""
"home1_us_smart_lock-unlock_smart_lock","gemini-2.0-flash-lite","Good","lock","reports/assist/2025.4.1/gemini","Unlock smart lock","OK, I've unlocked the Smart Lock.","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['lock'], 'name': 'Smart Lock'}}",""
"home5_cn_fan-turn_on_the_fan_in_the_bedroom","gemini-2.0-flash-lite","Good","fan","reports/assist/2025.4.1/gemini","Turn on the fan in the bedroom","OK. I've turned on the Bedroom Fan.","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['fan'], 'area': 'Bedroom 1', 'name': 'Bedroom Fan'}}",""
"home1_us_vacuum-roborock_downstairs_return_to_base","gemini-2.0-flash-lite","Good","vacuum","reports/assist/2025.4.1/gemini","Roborock Downstairs return to base","OK. Returning Roborock Downstairs to base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': {'name': 'Roborock Downstairs', 'domain': ['vacuum']}}",""
"home1_us_vacuum-start_the_vacuum","gemini-2.0-flash-lite","Bad","vacuum","reports/assist/2025.4.1/gemini","Start the vacuum","Which vacuum do you want me to start?","","AssertionError: Unexpected states but the task is not changing state: home1_us_vacuum-start_the_vacuum,assert not {'vacuum.roborock_downstairs': {'expected': {'state': 'cleaning'}, 'got': {'state': 'off'}}}"
"home1_us_smart_lock-unlock_the_smart_lock","gemini-2.0-flash-lite","Good","lock","reports/assist/2025.4.1/gemini","Unlock the smart lock","OK, I've unlocked the smart lock.","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['lock'], 'name': 'Smart Lock'}}",""
"home2_ru_water_valve-open_the_irrigation_valve","gemini-2.0-flash-lite","Good","valve","reports/assist/2025.4.1/gemini","open the irrigation valve","OK. I've opened the irrigation valve.","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['valve'], 'name': 'Irrigation Valve', 'area': 'Front yard'}}",""
"home5_cn_fan-turn_off_all_the_fans","gemini-2.0-flash-lite","Bad","fan","reports/assist/2025.4.1/gemini","Turn off all the fans","Which area would you like to turn off the fans in?","","AssertionError: Unexpected states but the task is not changing state: home5_cn_fan-turn_off_all_the_fans,assert not {'fan.bedroom_fan': {'expected': {'percentage': 0, 'state': 'off'}, 'got': {'percentage': 100, 'state': 'on'}}}"
"home7_dk_media_player-stop_the_music","gemini-2.0-flash-lite","Bad","media-player","reports/assist/2025.4.1/gemini","Stop the music","Which area has the music playing?","","AssertionError: Unexpected states but the task is not changing state: home7_dk_media_player-stop_the_music,assert not {'media_player.outdoor_speakers': {'expected': {'state': 'paused'}, 'got': {'state': 'playing'}}}"
"home7_dk_media_player-pause_the_music_outside","gemini-2.0-flash-lite","Good","media-player","reports/assist/2025.4.1/gemini","Pause the music outside","OK. Paused the music on the Rooftop Terrace.","{'tool_name': 'HassMediaPause', 'tool_args': {'area': 'Rooftop Terrace', 'domain': ['media_player']}}",""
"home1_us_cover_garage-open_the_garage_door","gemini-2.0-flash-lite","Good","cover","reports/assist/2025.4.1/gemini","Open the garage door","OK. I've opened the garage door.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Garage Door Opener', 'domain': 'cover'}}",""
"dom1_pl_todo-add_apples_to_my_trader_joe_s_list","gemini-2.0-flash-lite","Good","todo","reports/assist/2025.4.1/gemini","add apples to my trader joe's list","OK, I've added apples to your Trader Joe's list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'apples', 'name': 'Trader Joe's'}}",""
"home1_us_vacuum-stop_the_downstairs_vacuum","gemini-2.0-flash-lite","Good","vacuum","reports/assist/2025.4.1/gemini","Stop the downstairs vacuum","OK. I've sent the command to return the Roborock Downstairs to base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': {'name': 'Roborock Downstairs'}}",""
"home7_dk_media_player-set_outdoor_speakers_volume_to_50","gemini-2.0-flash-lite","Good","media-player","reports/assist/2025.4.1/gemini","Set outdoor speakers volume to 50%","OK. I've set the outdoor speakers volume to 50%.","{'tool_name': 'HassSetVolume', 'tool_args': {'volume_level': 50, 'name': 'Outdoor Speakers', 'area': 'Rooftop Terrace', 'domain': ['media_player']}}",""
"home7_dk_media_player-mute_the_music","gemini-2.0-flash-lite","Bad","media-player","reports/assist/2025.4.1/gemini","Mute the music","Which media player do you want to mute? Please specify the area.","","AssertionError: Unexpected states but the task is not changing state: home7_dk_media_player-mute_the_music,assert not {'media_player.outdoor_speakers': {'expected': {'volume_level': 0.0}, 'got': {'volume_level': 0.6}}}"
"dom1_pl_todo-put_history_homework_on_personal_tasks_list","gemini-2.0-flash-lite","Good","todo","reports/assist/2025.4.1/gemini","Put history homework on personal tasks list","OK. I've added 'history homework' to your Personal Tasks list.","{'tool_name': 'HassListAddItem', 'tool_args': {'name': 'Personal Tasks', 'item': 'history homework'}}",""
"home7_dk_cover_curtain-close_the_living_room_curtain","gemini-2.0-flash-lite","Good","cover","reports/assist/2025.4.1/gemini","Close the living room curtain","OK. I've closed the Smart Curtain.","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Smart Curtain', 'domain': ['cover'], 'area': 'Living Room'}}",""
"home1_us_vacuum-clean_the_living_room","gemini-2.0-flash-lite","Good","vacuum","reports/assist/2025.4.1/gemini","Clean the living room","OK, I've started cleaning the living room.","{'tool_name': 'HassVacuumStart', 'tool_args': {'domain': ['vacuum'], 'area': 'Living Room'}}",""
"home1_us_vacuum-stop_vacuuming","gemini-2.0-flash-lite","Bad","vacuum","reports/assist/2025.4.1/gemini","Stop vacuuming","I cannot stop the vacuum. I can only return it to base. Would you like me to do that?","","AssertionError: Unexpected states but the task is not changing state: home1_us_vacuum-stop_vacuuming,assert not {'vacuum.roborock_downstairs': {'expected': {'state': 'returning'}, 'got': {'state': 'cleaning'}}}"
"home7_dk_media_player-resume_outdoor_speakers","gemini-2.0-flash-lite","Good","media-player","reports/assist/2025.4.1/gemini","Resume Outdoor Speakers","OK. I have resumed the Outdoor Speakers.","{'tool_name': 'HassMediaUnpause', 'tool_args': {'name': 'Outdoor Speakers', 'domain': ['media_player'], 'area': 'Rooftop Terrace'}}",""
"home1_us_smart_lock-lock_smart_lock","gemini-2.0-flash-lite","Good","lock","reports/assist/2025.4.1/gemini","Lock smart lock","OK. I've locked the Smart Lock.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Smart Lock', 'domain': ['lock']}}",""
"home2_ru_water_valve-close_the_front_yard_valve","gemini-2.0-flash-lite","Good","valve","reports/assist/2025.4.1/gemini","close the front yard valve","OK. I've closed the irrigation valve in the front yard.","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['valve'], 'area': 'Front yard', 'name': 'Irrigation Valve'}}",""
"home7_dk_media_player-next_song","gemini-2.0-flash-lite","Bad","media-player","reports/assist/2025.4.1/gemini","Next song","Which media player do you want to skip to the next song? Please specify the area or the name.","","AssertionError: Unexpected states but the task is not changing state: home7_dk_media_player-next_song,assert not {'media_player.outdoor_speakers': {'expected': {'media_track': 2}, 'got': {'media_track': 1}}}"
"home2_ru_water_valve-open_the_front_yard_valve","gemini-2.0-flash-lite","Good","valve","reports/assist/2025.4.1/gemini","open the front yard valve","OK. I've opened the Irrigation Valve in the front yard.","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['valve'], 'area': 'Front yard'}}",""
"home1_us_vacuum-vacuum_downstairs","gemini-2.0-flash-lite","Bad","vacuum","reports/assist/2025.4.1/gemini","Vacuum downstairs","Which area is downstairs?","","AssertionError: Unexpected states but the task is not changing state: home1_us_vacuum-vacuum_downstairs,assert not {'vacuum.roborock_downstairs': {'expected': {'state': 'cleaning'}, 'got': {'state': 'off'}}}"
"home7_dk_cover_curtain-set_the_living_room_curtains_to_50","gemini-2.0-flash-lite","Good","cover","reports/assist/2025.4.1/gemini","Set the living room curtains to 50%","OK. I've set the living room curtains to 50%.","{'tool_name': 'HassSetPosition', 'tool_args': {'domain': ['cover'], 'area': 'Living Room', 'name': 'Smart Curtain', 'position': 50}}",""
"home7_dk_media_player-stop_the_outdoor_speakers","gemini-2.0-flash-lite","Good","media-player","reports/assist/2025.4.1/gemini","Stop the Outdoor Speakers","OK. I've paused the Outdoor Speakers.","{'tool_name': 'HassMediaPause', 'tool_args': {'area': 'Rooftop Terrace', 'name': 'Outdoor Speakers', 'domain': ['media_player']}}",""
"home1_us_vacuum-start_roborock_downstairs","gemini-2.0-flash-lite","Good","vacuum","reports/assist/2025.4.1/gemini","Start Roborock Downstairs","OK. I've started the Roborock Downstairs.","{'tool_name': 'HassVacuumStart', 'tool_args': {'domain': ['vacuum'], 'name': 'Roborock Downstairs'}}",""
"home7_dk_media_player-pause_the_music","gemini-2.0-flash-lite","Bad","media-player","reports/assist/2025.4.1/gemini","Pause the music","Which media player do you want to pause? Please specify the area or the name.","","AssertionError: Unexpected states but the task is not changing state: home7_dk_media_player-pause_the_music,assert not {'media_player.outdoor_speakers': {'expected': {'state': 'paused'}, 'got': {'state': 'playing'}}}"
"home1_us_vacuum-start_roborock","gemini-2.0-flash-lite","Bad","vacuum","reports/assist/2025.4.1/gemini","Start Roborock","Which area should I start the Roborock in?","","AssertionError: Unexpected states but the task is not changing state: home1_us_vacuum-start_roborock,assert not {'vacuum.roborock_downstairs': {'expected': {'state': 'cleaning'}, 'got': {'state': 'off'}}}"
"home7_dk_media_player-mute_the_outdoor_speakers","gemini-2.0-flash-lite","Bad","media-player","reports/assist/2025.4.1/gemini","Mute the outdoor speakers","I can't mute the outdoor speakers. I can set the volume, though. What volume would you like?","","AssertionError: Unexpected states but the task is not changing state: home7_dk_media_player-mute_the_outdoor_speakers,assert not {'media_player.outdoor_speakers': {'expected': {'volume_level': 0.0}, 'got': {'volume_level': 0.6}}}"
"home1_us_vacuum-start_vacuuming","gemini-2.0-flash-lite","Bad","vacuum","reports/assist/2025.4.1/gemini","Start vacuuming","Which area do you want to start vacuuming in?","","AssertionError: Unexpected states but the task is not changing state: home1_us_vacuum-start_vacuuming,assert not {'vacuum.roborock_downstairs': {'expected': {'state': 'cleaning'}, 'got': {'state': 'off'}}}"
"home7_dk_media_player-pause_outdoor_speakers","gemini-2.0-flash-lite","Good","media-player","reports/assist/2025.4.1/gemini","Pause Outdoor Speakers","OK. I've paused the Outdoor Speakers.","{'tool_name': 'HassMediaPause', 'tool_args': {'area': 'Rooftop Terrace', 'domain': ['media_player'], 'name': 'Outdoor Speakers'}}",""
"home1_us_smart_lock-lock_all_the_locks","gemini-2.0-flash-lite","Good","lock","reports/assist/2025.4.1/gemini","Lock all the locks","OK, I've locked the Smart Lock in the Entry area.","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['lock'], 'area': 'Entry', 'name': 'Smart Lock'}}",""
"dom1_pl_todo-put_clean_the_kitchen_on_personal_tasks_list","gemini-2.0-flash-lite","Good","todo","reports/assist/2025.4.1/gemini","Put clean the kitchen on personal tasks list","OK. I've added 'clean the kitchen' to your Personal Tasks list.","{'tool_name': 'HassListAddItem', 'tool_args': {'item': 'clean the kitchen', 'name': 'Personal Tasks'}}",""
"dom1_pl_todo-add_history_homework_to_my_personal_tasks","gemini-2.0-flash-lite","Good","todo","reports/assist/2025.4.1/gemini","Add history homework to my personal tasks","OK. I've added 'history homework' to your Personal Tasks list.","{'tool_name': 'HassListAddItem', 'tool_args': {'name': 'Personal Tasks', 'item': 'history homework'}}",""
"home2_ru_water_valve-water_the_garden","gemini-2.0-flash-lite","Good","valve","reports/assist/2025.4.1/gemini","water the garden","OK. I've started the irrigation valve in the front yard.","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['valve'], 'area': 'Front yard'}}",""
"home7_dk_cover_curtain-open_the_living_room_smart_curtain","gemini-2.0-flash-lite","Good","cover","reports/assist/2025.4.1/gemini","Open the living room smart curtain","OK. I've opened the smart curtain in the living room.","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['cover'], 'name': 'Smart Curtain', 'area': 'Living Room'}}",""
"home7_dk_media_player-resume_playing_the_music","gemini-2.0-flash-lite","Bad","media-player","reports/assist/2025.4.1/gemini","Resume playing the music","Which media player would you like to resume?  Please specify an area.","","AssertionError: Unexpected states but the task is not changing state: home7_dk_media_player-resume_playing_the_music,assert not {'media_player.outdoor_speakers': {'expected': {'state': 'playing'}, 'got': {'state': 'paused'}}}"
"home1_us_smart_lock-lock_the_entry_lock","gemini-2.0-flash-lite","Good","lock","reports/assist/2025.4.1/gemini","Lock the entry lock","OK. I have locked the smart lock.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Smart Lock', 'domain': ['lock']}}",""
"dom1_pl_todo-add_clean_the_kitchen_to_my_todo_list","gemini-2.0-flash-lite","Bad","todo","reports/assist/2025.4.1/gemini","Add clean the kitchen to my todo list","Which todo list would you like to add this to? I can add it to 'Personal Tasks' or 'Trader Joe's'.","","AssertionError: Unexpected states but the task is not changing state: dom1_pl_todo-add_clean_the_kitchen_to_my_todo_list,assert not {'todo.personal_tasks': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"home5_cn_fan-turn_on_the_fans","gemini-2.0-flash-lite","Bad","fan","reports/assist/2025.4.1/gemini","Turn on the fans","Which area do you want to turn the fans on in?","","AssertionError: Unexpected states but the task is not changing state: home5_cn_fan-turn_on_the_fans,assert not {'fan.bedroom_fan': {'expected': {'percentage': 100, 'state': 'on'}, 'got': {'percentage': 0, 'state': 'off'}}}"
"home7_dk_cover_curtain-open_the_smart_curtain","gemini-2.0-flash-lite","Bad","cover","reports/assist/2025.4.1/gemini","Open the smart curtain","Which area contains the smart curtain you would like to open?","","AssertionError: Unexpected states but the task is not changing state: home7_dk_cover_curtain-open_the_smart_curtain,assert not {'cover.smart_curtain': {'expected': {'state': 'open'}, 'got': {'state': 'closed'}}}"
"home5_cn_fan-turn_off_the_bedroom_fan","gemini-2.0-flash-lite","Good","fan","reports/assist/2025.4.1/gemini","Turn off the bedroom fan","OK. I've turned off the bedroom fan.","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Bedroom Fan', 'domain': ['fan']}}",""
"dom1_pl_lights-kitchen_light_off","gemini-2.0-flash-lite","Good","light","reports/assist/2025.4.1/gemini","Kitchen light off","OK. I've turned off the Kitchen Light.","{'tool_name': 'HassTurnOff', 'tool_args': {'name': 'Kitchen Light', 'domain': ['light'], 'area': 'Kitchen'}}",""
"home7_dk_cover_curtain-close_the_curtains","gemini-2.0-flash-lite","Bad","cover","reports/assist/2025.4.1/gemini","Close the curtains","Which area are the curtains in?","","AssertionError: Unexpected states but the task is not changing state: home7_dk_cover_curtain-close_the_curtains,assert not {'cover.smart_curtain': {'expected': {'state': 'closed'}, 'got': {'state': 'open'}}}"
"home2_ru_water_valve-turn_off_the_water_in_the_front_yard","gemini-2.0-flash-lite","Bad","valve","reports/assist/2025.4.1/gemini","turn off the water in the front yard","OK, I've turned off the water in the front yard.","{'tool_name': 'HassTurnOff', 'tool_args': {'device_class': ['water'], 'area': 'Front yard'}}","AssertionError: Unexpected states but the task is not changing state: home2_ru_water_valve-turn_off_the_water_in_the_front_yard,assert not {'valve.irrigation_valve': {'expected': {'current_position': 0, 'state': 'closed'}, 'got': {'current_position': 100, 'state': 'open'}}}"
"home7_dk_media_player-skip_to_the_next_track","gemini-2.0-flash-lite","Bad","media-player","reports/assist/2025.4.1/gemini","Skip to the next track","Which media player do you want to skip to the next track?  Please specify the area.","","AssertionError: Unexpected states but the task is not changing state: home7_dk_media_player-skip_to_the_next_track,assert not {'media_player.outdoor_speakers': {'expected': {'media_track': 2}, 'got': {'media_track': 1}}}"
"dom1_pl_todo-put_apples_on_the_trader_joes_list","gemini-2.0-flash-lite","Good","todo","reports/assist/2025.4.1/gemini","put apples on the trader joes list","OK, I've added apples to the Trader Joe's list.","{'tool_name': 'HassListAddItem', 'tool_args': {'name': 'Trader Joe's', 'item': 'apples'}}",""
"home5_cn_fan-turn_on_the_bedroom_1_fan","gemini-2.0-flash-lite","Good","fan","reports/assist/2025.4.1/gemini","Turn on the bedroom 1 fan","OK. I've turned on the Bedroom Fan.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Bedroom Fan', 'domain': ['fan'], 'area': 'Bedroom 1'}}",""
"home1_us_smart_lock-unlock_the_entry_lock","gemini-2.0-flash-lite","Good","lock","reports/assist/2025.4.1/gemini","Unlock the entry lock","OK, I've unlocked the entry lock.","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['lock'], 'name': 'Smart Lock'}}",""
"home7_dk_media_player-turn_the_volume_down_to_50","gemini-2.0-flash-lite","Bad","media-player","reports/assist/2025.4.1/gemini","Turn the volume down to 50%","Which media player do you want to control? Please specify the area or the device name.","","AssertionError: Unexpected states but the task is not changing state: home7_dk_media_player-turn_the_volume_down_to_50,assert not {'media_player.outdoor_speakers': {'expected': {'volume_level': 0.5}, 'got': {'volume_level': 0.9}}}"
"home1_us_vacuum-stop_the_vacuum","gemini-2.0-flash-lite","Bad","vacuum","reports/assist/2025.4.1/gemini","Stop the vacuum","Which vacuum would you like me to stop?  I can stop the vacuum in the Living Room.","","AssertionError: Unexpected states but the task is not changing state: home1_us_vacuum-stop_the_vacuum,assert not {'vacuum.roborock_downstairs': {'expected': {'state': 'returning'}, 'got': {'state': 'cleaning'}}}"
"dom1_pl_todo-put_apples_on_the_list","gemini-2.0-flash-lite","Bad","todo","reports/assist/2025.4.1/gemini","put apples on the list","Which list would you like to add apples to?","","AssertionError: Unexpected states but the task is not changing state: dom1_pl_todo-put_apples_on_the_list,assert not {'todo.trader_joe_s': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"home2_ru_water_valve-water_the_front_yard","gemini-2.0-flash-lite","Bad","valve","reports/assist/2025.4.1/gemini","water the front yard","OK. I have started watering the front yard.","{'tool_name': 'HassTurnOn', 'tool_args': {'device_class': ['water'], 'area': 'Front yard'}}","AssertionError: Unexpected states but the task is not changing state: home2_ru_water_valve-water_the_front_yard,assert not {'valve.irrigation_valve': {'expected': {'current_position': 100, 'state': 'open'}, 'got': {'current_position': 0, 'state': 'closed'}}}"
"home1_us_vacuum-vacuum_return_to_base","gemini-2.0-flash-lite","Bad","vacuum","reports/assist/2025.4.1/gemini","Vacuum return to base","Which area do you want the vacuum to return to base in?","","AssertionError: Unexpected states but the task is not changing state: home1_us_vacuum-vacuum_return_to_base,assert not {'vacuum.roborock_downstairs': {'expected': {'state': 'returning'}, 'got': {'state': 'cleaning'}}}"
"dom1_pl_todo-put_history_homework_on_my_task_list","gemini-2.0-flash-lite","Bad","todo","reports/assist/2025.4.1/gemini","Put history homework on my task list","What is the name of the list you would like to add the item to?","","AssertionError: Unexpected states but the task is not changing state: dom1_pl_todo-put_history_homework_on_my_task_list,assert not {'todo.personal_tasks': {'expected': {'state': '1'}, 'got': {'state': '0'}}}"
"home7_dk_media_player-pause_the_rooftop_terrace_music","gemini-2.0-flash-lite","Good","media-player","reports/assist/2025.4.1/gemini","Pause the Rooftop Terrace music","OK. Paused the music on the Rooftop Terrace.","{'tool_name': 'HassMediaPause', 'tool_args': {'domain': ['media_player'], 'area': 'Rooftop Terrace'}}",""
"home7_dk_cover_curtain-set_the_smart_curtain_to_50","gemini-2.0-flash-lite","Good","cover","reports/assist/2025.4.1/gemini","Set the smart curtain to 50%","OK. I've set the smart curtain to 50%.","{'tool_name': 'HassSetPosition', 'tool_args': {'area': 'Living Room', 'name': 'Smart Curtain', 'domain': ['cover'], 'position': 50}}",""
"home5_cn_fan-turn_on_the_bedroom_fan","gemini-2.0-flash-lite","Good","fan","reports/assist/2025.4.1/gemini","Turn on the bedroom fan","OK. I've turned on the Bedroom Fan.","{'tool_name': 'HassTurnOn', 'tool_args': {'name': 'Bedroom Fan', 'domain': ['fan']}}",""
"home7_dk_media_player-skip_to_the_next_track_on_the_outdoor_speakers","gemini-2.0-flash-lite","Good","media-player","reports/assist/2025.4.1/gemini","Skip to the next track on the outdoor speakers","OK. I've skipped to the next track on the outdoor speakers.","{'tool_name': 'HassMediaNext', 'tool_args': {'area': 'Rooftop Terrace', 'domain': ['media_player'], 'name': 'Outdoor Speakers'}}",""
"home2_ru_water_valve-set_the_irrigation_valve_to_50","gemini-2.0-flash-lite","Good","valve","reports/assist/2025.4.1/gemini","set the irrigation valve to 50%","OK. I've set the irrigation valve to 50%.","{'tool_name': 'HassSetPosition', 'tool_args': {'name': 'Irrigation Valve', 'domain': ['valve'], 'area': 'Front yard', 'position': 50}}",""
"home1_us_vacuum-roborock_return_to_base","gemini-2.0-flash-lite","Good","vacuum","reports/assist/2025.4.1/gemini","Roborock return to base","OK. I've sent the command to return the Roborock to its base.","{'tool_name': 'HassVacuumReturnToBase', 'tool_args': {'name': 'Roborock Downstairs'}}",""
"home1_us_vacuum-start_roborock_downstairs_vacuum","gemini-2.0-flash-lite","Good","vacuum","reports/assist/2025.4.1/gemini","Start Roborock Downstairs vacuum","OK. I've started the Roborock Downstairs vacuum.","{'tool_name': 'HassVacuumStart', 'tool_args': {'area': 'Living Room', 'domain': ['vacuum'], 'name': 'Roborock Downstairs'}}",""
"home1_us_cover_garage-please_open_the_garage_door","gemini-2.0-flash-lite","Good","cover","reports/assist/2025.4.1/gemini","Please open the garage door","OK. I've opened the garage door.","{'tool_name': 'HassTurnOn', 'tool_args': {'domain': ['cover'], 'name': 'Garage Door Opener'}}",""
"home1_us_smart_lock-unlock_all_the_doors","gemini-2.0-flash-lite","Good","lock","reports/assist/2025.4.1/gemini","Unlock all the doors","OK, I've unlocked the Smart Lock. Is there anything else?","{'tool_name': 'HassTurnOff', 'tool_args': {'domain': ['lock'], 'name': 'Smart Lock', 'area': 'Entry'}}",""
"home7_dk_media_player-unpause_the_rooftop_terrace_music","gemini-2.0-flash-lite","Good","media-player","reports/assist/2025.4.1/gemini","Unpause the Rooftop Terrace music","OK. I've resumed the music on the Rooftop Terrace.","{'tool_name': 'HassMediaUnpause', 'tool_args': {'domain': ['media_player'], 'area': 'Rooftop Terrace'}}",""
"home5_cn_fan-turn_on_the_fan_in_the_bedroom","gemini-2.5-pro","Bad","fan","reports/assist/2025.4.1/gemini","Turn on the fan in the bedroom","```tool_code","","AssertionError: Unexpected states but the task is not changing state: home5_cn_fan-turn_on_the_fan_in_the_bedroom,assert not {'fan.bedroom_fan': {'expected': {'percentage': 100, 'state': 'on'}, 'got': {'percentage': 0, 'state': 'off'}}}"
"home7_dk_media_player-pause_outdoor_speakers","gemini-2.5-pro","Good","media-player","reports/assist/2025.4.1/gemini","Pause Outdoor Speakers","OK. I've paused Outdoor Speakers.","{'tool_name': 'HassMediaPause', 'tool_args': {'name': 'Outdoor Speakers', 'domain': ['media_player']}}",""
"home1_us_vacuum-stop_roborock_downstairs","gemini-2.5-pro","Bad","vacuum","reports/assist/2025.4.1/gemini","Stop Roborock Downstairs","```tool_code","","AssertionError: Unexpected states but the task is not changing state: home1_us_vacuum-stop_roborock_downstairs,assert not {'vacuum.roborock_downstairs': {'expected': {'state': 'returning'}, 'got': {'state': 'cleaning'}}}"
